name,hasAnnotation,hasSentence,Example.Construction,label,comment
Example_1080,['author paints'],['Author paints picture of World War II New York'],['Subject(T) Verb(S)'],['Author paints picture of World...'],
Example_2193,['country is born'],"[""Choosing a country's moment of birth is inevitably political. And clearly no country is born fully formed.""]",['Subject(T) Verb(S)'],"[""Choosing a country's moment of...""]",
Example_518,['has a sunny disposition'],['She has a sunny disposition.'],['Verb(S) Direct Object(T)'],['She has a sunny disposition.'],
Example_2412,['encroaching on rights'],"['and assembly in the territory.', 'In practice Beijing is increasingly encroaching on rights to political participation', 'expression']",['Verb(S) preposition Noun(T)'],['In practice Beijing is increasingly...'],
Example_1004,['take away the right'],['Many states take away the right to vote for all voters with felony convictions while they are in prison'],['Verb(S) preposition Noun(T)'],['Many states take away the right...'],
Example_4003,,"['Feds short hundreds of million in repair', 'maintenance of defence infrastructure']",,['Feds short hundreds of million...'],['maintenance of defense infrastructure']
Example_1249,['regained control'],['The Syrian Democratic Forces said they had regained control of a prison in the northeastern Syrian city of Hasaka days after it was attacked'],['Verb(S) Direct Object(T)'],['The Syrian Democratic Forces said...'],
Example_4773,['couples stick'],['I asked some of my colleagues to share more about why unhappy couples stick together'],['Subject(T) Verb(S)'],['I asked some of my colleagues to...'],
Example_5518,['liquid assets'],"['“The defendant makes public statements that he has liquid assets … offering $40', '” said prosecutor Alixandra Smith', '000 to a Princeton student to solve a theorem', '000 to find a killer.', 'adding that he’s also offered $300']",['Adjective(S) Noun(T)'],['“The defendant makes public statements...'],
Example_1062,"[""brain's 'hunger'""]",['Your brain’s ‘hunger’ for social interaction and your strange COVID dreams'],"[""Noun's(T) Noun(S)""]",['Your brain’s ‘hunger’ for social...'],
Example_1875,['political battle'],['Get set for the real political battle of the year — Doug Ford’s attempt to win a second term in Ontario.'],['Adjective(T) Noun(S)'],['Get set for the real political...'],
Example_1332,['corruption infecting'],"['But according to dozens of messages examined by The New York Times and independent forensic analysts', 'in what many view as an unprecedented effort to thwart the fight against the corruption infecting every limb of Mexican society.', 'the software has been used against some of the government’s most outspoken critics and their families']",['Subject(T) Verb(S)'],['But according to dozens of messages...'],
Example_3049,['pushing students'],"['Instead', 'they’re pushing students out of school and into the justice system — and children of color are paying the highest price.']",['Verb(S) Direct Object(T)'],"['Instead, they’re pushing students...']",
Example_5007,['healthy awareness'],['A child with a healthy capacity to self-regulate will also have an easier time developing a healthy awareness of others.'],['Adjective(S) Noun(T)'],['A child with a healthy capacity...'],
Example_5008,['healthy conversation'],['Healthy Conversation Skills (HCS) is an approach to supporting behaviour change developed by a team of multi-disciplinary researchers'],['Adjective(S) Noun(T)'],['Healthy Conversation Skills (HCS)...'],
Example_3666,['slogging through Obamacare'],['Slogging through Obamacare registration'],['Verb(S) preposition Noun(T)'],['Slogging through Obamacare reg...'],
Example_1280,['rise to power'],"[""Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.""]",['Verb(S) preposition Noun(T)'],"[""Napoleon's skill at the siege of...""]",
Example_2001,['ecologists are nursing'],['Ecologists are nursing the Bay back to health.'],['Subject(T) Verb(S)'],['Ecologists are nursing the Bay...'],
Example_3707,,['The right way to quit your job'],,['The right way to quit your job'],
Example_3531,['temperature is going down'],"['her temperature is going down', 'She is now responding to treatment']",['Subject(T) Verb(S)'],"['She is now responding to treatment,...']",['Also an image metaphor: the level of mercury on the thermometer changes position.']
Example_3132,,"['or other disabilities may be stuck because they can’t get into college degree programs', 'But we realize many students with autism', 'learning disabilities', 'traumatic brain injuries', 'but they aren’t “disabled enough” to be in programs for students with intellectual disabilities.']",,['But we realize many students with...'],"[""can't get into college""]"
Example_3424,['crafted the law'],['Much of those legal machinations have been the result of the way Texas crafted the law.'],['Verb(S) Direct Object(T)'],['Much of those legal machinations...'],
Example_3395,['glimpse into relationships'],"['political officials', 'Recordings provide rare glimpse into relationships between civil servants']",['Noun(S) preposition Noun(T)'],['Recordings provide rare glimpse...'],
Example_2599,,"['The act has been called ""the most powerful federal law"" by some experts because it essentially allows the federal government to take matters into its own hands...']",,"['The act has been called ""the most...']",
Example_3268,['government is wondering'],"['and the Nunatsiavut government is wondering why', '300 homes were given away for free']",['Subject(T) Verb(S)'],"['300 homes were given away for free,...']",
Example_4102,['disgusted by government'],"['according to trial evidence.', 'Croft and their allies were furious about COVID-19 restrictions and generally disgusted by government', 'Fox']",['Verb(S) preposition Noun(T)'],"['Fox, Croft and their allies were...']",
Example_3388,,['I see what you mean.'],,['I see what you mean.'],
Example_4048,['Mother Nature throws'],"['these pants are the perfect choice for sporting on your hike because they can handle whatever Mother Nature throws (or spits) at them.', 'Designed with the same fabric as their swimwear']",['Subject(T) Verb(S)'],['Designed with the same fabric as...'],
Example_584,,"['both red and blue', 'levies fines and fees that fall disproportionately on the bottom rung of the income ladder', 'almost every state in the country']",['Noun(S) of Noun(T)'],"['almost every state in the country,...']",['bottom rung of the income ladder']
Example_1202,,"[""The furor around York University's recent decision to overrule a professor's attempt at balancing competing human rights has largely missed a crucial point – accommodation isn't a trump card.""]",,"[""The furor around York University's...""]",
Example_1670,['diplomatic water wars'],['Battle lines being drawn in diplomatic water wars'],['Adjective(T) Noun(S)'],['Battle lines being drawn in diplomatic...'],
Example_3034,['the burden of poverty'],"['it becomes clear.', 'But when you think about the people living each day weighed down by the burden of poverty']",['Noun(S) of Noun(T)'],['But when you think about the people...'],
Example_1547,,"['000 ravenous Toronto Raptors fans', 'The venue brought together around 10']",,['The venue brought together around...'],
Example_3571,['step in life'],['I feel good about my decision to retire and take the next step in life.'],['Noun(S) preposition Noun(T)'],['I feel good about my decision to...'],
Example_4343,['blinding happiness'],['It’s blinding happiness and dark sadness.'],['Adjective(S) Noun(T)'],['It’s blinding happiness and dark...'],
Example_9,['transparent government'],"['When Justin Trudeau ran for office in 2015', 'he promised Canadians a more open and\xa0transparent government.']",['Adjective(S) Noun(T)'],['When Justin Trudeau ran for office...'],
Example_4154,['lost opportunity'],['The lack of contact tracing is a lost opportunity to understand how the virus spreads'],['Adjective(S) Noun(T)'],['The lack of contact tracing is...'],
Example_3504,['churning out a stimulus program'],"['the government was churning out a stimulus program to help get Canada through the economic downturn.', 'At the time those salary exceptions were being made']",['Verb(S) preposition Noun(T)'],['At the time those salary exceptions...'],
Example_4963,['climbed out of poverty'],"[""This is a group that recently climbed out of poverty and is increasingly critical of the country's poor economic performance.""]",['Verb(S) preposition Noun(T)'],['This is a group that recently climbed...'],
Example_854,,"['either', 'That he also would not hesitate to kill those who got in his way was no secret']",,['That he also would not hesitate...'],
Example_3599,,"['The frontrunner when Trump entered the fray', 'Bush quickly fell behind.']",,['The frontrunner when Trump entered...'],
Example_3357,['mesh together'],['…where the strands of all three stories miraculously mesh together.'],['Adjective(S) Noun(T)'],['…where the strands of all three...'],
Example_179,['reining in criminals'],"['more serious activities present a danger to the public.', 'Law enforcement officers have often described these arrests as a way of reining in criminals whose other']",['Verb(S) preposition Noun(T)'],['Law enforcement officers have often...'],
Example_2379,"[""nation's credit cards""]","[""The White House and the previous Democrat-led Congress have maxed out our nation's credit cards""]","[""Noun's(T) Noun(S)""]",['The White House and the previous...'],
